id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
32177,US,"Hailing from Conner Lee Vineyard, this barrel-fermented wine was aged in two-thirds new French oak. It has aromas of toast, char, nut oil and lemon. The flavors seem faint by comparison, with the concentration not all there.",Entrapment,86,30.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Guardian 2013 Entrapment Chardonnay (Columbia Valley (WA)),Chardonnay,Guardian
32039,France,"Rich, full of citrus and ripe apple flavors, this is a sophisticated wine. The mineral texture and the dense fruit flavors offer a delicious take on Sauvignon Blanc, giving complexity and ripeness. Drink this wine from 2018.",La Terre des Anges,91,25.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine Laporte 2016 La Terre des Anges  (Sancerre),Sauvignon Blanc,Domaine Laporte
32040,Italy,"This structured blend of Nero d'Avola, Petit Verdot, Syrah and a small percentage of other grape varieties offers cassis, mocha and underbrush aromas. The dense palate doles out prune, carob, licorice and pipe tobacco notes alongside velvety tannins. Enjoy through 2023.",Mille e una Notte,91,80.0,Sicily & Sardinia,Terre Siciliane,,Kerin O’Keefe,@kerinokeefe,Donnafugata 2012 Mille e una Notte Red (Terre Siciliane),Red Blend,Donnafugata
32041,US,"More orange or lightly blush than straw-hued, this is a fine single-vineyard wine. It's bone-dry, complex and sophisticated, with persistent pear and peach skin flavors, offering more detail and less obvious fruit than most Oregon Pinot Gris.",Hylo Vineyard,91,24.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Duck Pond 2016 Hylo Vineyard Pinot Gris (Willamette Valley),Pinot Gris,Duck Pond
32042,US,"Pommard and Dijon clones planted in 2001 fuel this tasty wine. Its dusty plum and black cherry fruit carries a touch of dark chocolate, all framed by firm yet polished tannins. Built to age, it can be enjoyed now with a good decanting.",Clay Court,91,60.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Elk Cove 2015 Clay Court Pinot Noir (Chehalem Mountains),Pinot Noir,Elk Cove
32043,US,"This substantial, powerfully styled Pinot Noir is layered with tart, punchy red fruit. That rich core is laced with brown sugar, coffee, caramel and cola streaks. It was aged in 10% new French oak.",Bayliss-Bower Vineyard,91,42.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Ghost Hill 2014 Bayliss-Bower Vineyard Pinot Noir,Pinot Noir,Ghost Hill
32087,Italy,"A robust blend of 70% Sangiovese and 30% Cabernet Sauvignon, this offers aromas of baked plum, mocha, menthol and oak-driven spice. The hearty palate initially opens with black fruit, chocolate, licorice and dried herb flavors but the heat of evident alcohol dominates the finish and the close.",Il Borgo,89,57.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Cabreo 2011 Il Borgo Red (Toscana),Red Blend,Cabreo
32084,Spain,"Potent black-plum and black-cherry aromas come with a ton of grainy, spicy oak. This is both fresh and bright as well as dark, brawny and roasted in character. Flavors of ripe blackberry and cherry share the stage with toasty, charred oak and spice flavors in front of an aggressive but tasty finish.",Veraton,89,34.0,Northern Spain,Campo de Borja,,Michael Schachner,@wineschach,Alto Moncayo 2012 Veraton Garnacha (Campo de Borja),Garnacha,Alto Moncayo
32085,US,"This is unusual for a reserve, in that it's lower in alcohol than the regular bottling, and more cases were produced. The light fruits and herbs—green apple and lemon verbena in particular—are highlighted with tarragon and citrus peel. The complexity compensates for the just-on-the-edge ripeness, and time in 20% new oak adds a buttery note to the finish.",Nicholas Estate Reserve,89,33.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Anam Cara 2013 Nicholas Estate Reserve Chardonnay (Chehalem Mountains),Chardonnay,Anam Cara
32088,US,"Juicy and soft in blackberry and black cherry, this wine is nicely resolved in terms of tannin and oak structure,. These provide weight on the back palate, with enough heightened acidity on the finish to stay on balance. Strawberry and dried herb close things out.",Lot 525,89,29.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Cameron Hughes 2012 Lot 525 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Cameron Hughes
32083,Italy,"Here's a sleek Sangiovese that opens with scents of toasted oak, vanilla, blue flowers and mature plum. The round palate is already accessible, serving up sweet black cherry, black raspberry, licorice and mint framed in assertive but fine-grained tannins.",Palazzo Altesi,89,40.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Altesino 2012 Palazzo Altesi Sangiovese (Toscana),Sangiovese,Altesino
32105,US,"Tightly focused, as is often true of single-vineyard bottlings, this matches spicy berry fruit to light barrel flavors of milk chocolate. It's smooth and accessible, but finishes a bit short.",Freedom Hill Vineyard,89,36.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Silvan Ridge 2012 Freedom Hill Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Silvan Ridge
32114,Italy,"Aromas of white peach, banana, yellow apple and candied lemon peel carry over to the creamy, rather sweet palate along with a confectionery note. Fresh acidity lifts the rich flavors while a hint of almond gives it a slightly bitter finish.",Arzanà Dry,88,29.0,Veneto,Valdobbiadene Superiore di Cartizze,,Kerin O’Keefe,@kerinokeefe,Astoria NV Arzanà Dry  (Valdobbiadene Superiore di Cartizze),Glera,Astoria
32108,France,"This widely available wine delivers aromas of cherries, leather and Provençal herbs upfront, followed by a silky texture on the palate and hints of cocoa. Drink it over the next few years.",Belleruche,89,15.0,Rhône Valley,Côtes du Rhône,,Joe Czerwinski,@JoeCz,M. Chapoutier 2013 Belleruche Grenache-Syrah (Côtes du Rhône),Grenache-Syrah,M. Chapoutier
32111,US,"One-third of the wine went through whole-cluster fermentation, giving an edge to a fresh herb and moist earth component. A streak of iron and a touch of licorice surrounds firm cherry fruit. It's a solid effort that fades a bit quickly.",La Cantera Vineyard Reserve,89,40.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Walnut City WineWorks 2012 La Cantera Vineyard Reserve Pinot Noir (Chehalem Mountains),Pinot Noir,Walnut City WineWorks
32115,France,"Based in the Côte de Sézanne, this producer has created a Pinot Noir-dominated blend. Its white stone-fruit aromas and soft texture point to a wine that is generous with its fruitiness, citrus and pear flavors leading the way. The wine is soft with a relatively high dosage. It is ready to drink.",Carte Blanche Brut,88,37.0,Champagne,Champagne,,Roger Voss,@vossroger,Bernard Remy NV Carte Blanche Brut  (Champagne),Champagne Blend,Bernard Remy
32106,Italy,"Crushed plum, espresso, tobacco and cedar aromas unfold in the glass. A blend of 90% Merlot and 10% Alicante, the straightforward palate offers blackberries, red currants, clove and licorice alongside fine-grained tannins.",Le Redini,89,25.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Tenuta degli Dei 2012 Le Redini Red (Toscana),Red Blend,Tenuta degli Dei
32109,Spain,"Rosy cherry and plum aromas turn more rubbery and raisiny as this airs out. Solid, lifted and deep on the palate, this varietal Garnacha deals lightly herbal, floral flavors of plum and cherry cough drop, while the finish is oaky, resiny, raw, scouring and tough. Nothing about this is subtle or elegant, but it is dynamic. Drink through 2020.",Hisenda Miret Microcuvée Garnatxa,89,50.0,Catalonia,Penedès,,Michael Schachner,@wineschach,Parés Baltà 2011 Hisenda Miret Microcuvée Garnatxa Garnacha (Penedès),Garnacha,Parés Baltà
32113,Italy,"Honeycomb, spring flower and citrus-zest aromas guide the nose while the bright polished palate offers sweet white peach, soft apple and candied lemon drop. A creamy perlage provides the soft easy-drinking texture.",Extra Dry,88,18.0,Veneto,Valdobbiadene Prosecco Superiore,,Kerin O’Keefe,@kerinokeefe,Althéa NV Extra Dry  (Valdobbiadene Prosecco Superiore),Glera,Althéa
32121,France,"Bottles of this brand bear the double-headed eagle of Russia, a reminder it is named after the wife of the Russian imperial monarch. This nonvintage cuvée is in the house style, crisp, tangy and with a fine combination of citrus and green-plum freshness. Drink now.",Tsarine Cuvée Premium Brut,88,45.0,Champagne,Champagne,,Roger Voss,@vossroger,Chanoine NV Tsarine Cuvée Premium Brut  (Champagne),Champagne Blend,Chanoine
32124,Argentina,"What herbal berry aromas this wine has evaporate fast, replaced by oaky clove and other spice notes. Iron tight and tannic, the wine draws on the cheeks. Spiced-up plum flavors set up a rugged finish with hard tannins and spicy berry residuals. Serve with beef or BBQ; it needs it.",Reserva,88,19.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Ruca Malen 2015 Reserva Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Ruca Malen
32117,Spain,"Lively but standard amontillado aromas of maple, honey and nuts are a touch fiery. Matching the nose, this is choppy and pulling on the palate. Salty, nutty, intensely dry flavors finish with hard-driving acidity that creates never-ending length.",Micaela Amontillado,88,16.0,Andalucia,Jerez,,Michael Schachner,@wineschach,Bodegas Barón NV Micaela Amontillado Sherry (Jerez),Sherry,Bodegas Barón
32119,Italy,"Fragrant and refreshing, this opens with heady scents of white spring flower, white stone fruit and a whiff of crushed herb. The bright palate doles out ripe yellow apple, acacia and a hint of almond alongside fresh acidity.",Ius Naturae Organic Brut,88,22.0,Veneto,Valdobbiadene Prosecco Superiore,,Kerin O’Keefe,@kerinokeefe,Bortomiol 2016 Ius Naturae Organic Brut  (Valdobbiadene Prosecco Superiore),Glera,Bortomiol
32123,France,"Certainly on the dry side, this wine is also full of ripe fruit giving it a rich character. Creamed apples and attractive acidity are given a fine zesty textured edge. It comes from a producer in the Aube region in the south of Champagne.",Extra Brut,88,45.0,Champagne,Champagne,,Roger Voss,@vossroger,Cordeuil NV Extra Brut  (Champagne),Champagne Blend,Cordeuil
32122,US,"A streak of coffee runs dramatically down a tight, snappy core of citrus and berry fruit. Flavors are lightly dusted with pepper, remaining bright and precise through the finish.",Dopp Creek Estate,88,50.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Colene Clemens 2014 Dopp Creek Estate Pinot Noir (Chehalem Mountains),Pinot Noir,Colene Clemens
32120,US,"Aromas of garden herbs, cherry and bittersweet chocolate lead to medium-bodied fruit and barrel flavors. The tannins are quite firm and need some time (hopefully) to soften. The oak seems to get out front.",Reserve,88,22.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Canoe Ridge 2014 Reserve Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Canoe Ridge
32127,France,"This is one of a pair of premium off-dry Champagnes that are distinctive and bold. There is a tannic edge to this wine as well as plenty of red fruitiness and acidity. Because it is only just off dry, it will make a great pairing with savory spicy dishes.",Nocturne City Lights Rosé Demi-Sec,88,97.0,Champagne,Champagne,,Roger Voss,@vossroger,Taittinger NV Nocturne City Lights Rosé Demi-Sec  (Champagne),Champagne Blend,Taittinger
32133,Argentina,"Dark but reduced aromas of tire and blackberry set up a muscular palate with pinching tannins. Roasted, oaky flavors of spicy berry, clove and cocoa finish with a final woody note and choppy toughness.",Broquel,88,15.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Trapiche 2014 Broquel Malbec (Mendoza),Malbec,Trapiche
32137,France,"This is a balanced wine, with red-fruit aromas and a soft raspberry and red-currant-flavored palate. It is ripe, creamy with just the right tang of acidity. Drink now.",Cuvée Royale Brut Rosé,88,60.0,Champagne,Champagne,,Roger Voss,@vossroger,Joseph Perrier NV Cuvée Royale Brut Rosé  (Champagne),Champagne Blend,Joseph Perrier
32139,US,"This pale-copper bubbly is half whole cluster, half saignée, and finished off dry. Lightly sweet and toasty, it marries strawberry and chocolate flavors to mouth-tickling effervescence. It's simple, tasty, fresh and ready to go.",Sparkling Rosé of,88,40.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Lachini 2015 Sparkling Rosé of Pinot Noir (Willamette Valley),Pinot Noir,Lachini
32130,US,"This light and earthy wine has plenty of fruit flavor and funky, spicy accents. Its light texture and soft tannins make it easy to sip.",Les Côtes De L'Ouest,88,20.0,California,California,California Other,Jim Gordon,@gordone_cellars,Terre Rouge 2014 Les Côtes De L'Ouest Syrah (California),Syrah,Terre Rouge
32138,US,"This is a new label for King Vintners, a new division of King Estate. The wine takes an herbal path rather than putting the emphasis on juicy fruit. A phenolic edge frames the finish. Balanced and detailed, it would make a fine accompaniment to herb-grilled chicken.",NEXT,88,20.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,King Vintners 2016 NEXT Pinot Gris (Willamette Valley),Pinot Gris,King Vintners
32129,US,"There's a tiny bit of effervescence in this twist-top bottling, which shows light cola, red cherry and pencil shaving notes on the nose. The entry to the palate is soft, bringing tart cranberry and thyme flavors, with a light vanilla note on the finish.",Kali Hart,88,26.0,California,Monterey,Central Coast,Matt Kettmann,@mattkettmann,Talbott 2015 Kali Hart Pinot Noir (Monterey),Pinot Noir,Talbott
32128,France,"A lively mousse gives this wine an immediately ebullient character. Add to that the soft raspberry flavors, and the wine is a real charmer. Fruity and ripe, it is balanced with just the right acidity to support the fine fruitiness. Drink now.",Prestige Rosé Brut,88,36.0,Champagne,Champagne,,Roger Voss,@vossroger,Taittinger NV Prestige Rosé Brut  (Champagne),Champagne Blend,Taittinger
32134,Italy,"Delicately scented, this inviting sparkler offers light aromas of white and yellow stone fruit along with a whiff of bread crust. The creamy, slightly sweet palate tastes of white peach, candied citrus peel and ripe apple set against a soft, frothy mousse. Bright acidity refreshes the rich flavors while a glazed-almond note graces the close.",Cuvée Oris Dry,88,21.0,Veneto,Valdobbiadene Prosecco Superiore,,Kerin O’Keefe,@kerinokeefe,Villa Sandi NV Cuvée Oris Dry  (Valdobbiadene Prosecco Superiore),Glera,Villa Sandi
32140,Italy,"Heady aromas of honeysuckle, white peach and green apple carry through to the vibrant palate along with lemon zest. It boasts crisp acidity and a lively perlage that lead to a dry refreshing close.",Single Frementation,88,15.0,Veneto,Prosecco,,Kerin O’Keefe,@kerinokeefe,Le Contesse NV Single Frementation  (Prosecco),Glera,Le Contesse
32146,US,"The mid-14% alcohol gives this wine a solid fruit core, much like a California Pinot. Cherry cola flavors hit the palate immediately, then quickly fall away. Bottle shock maybe, but the wine doesn't show the stuffing of past versions.",JV Estate,86,25.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Stoller 2009 JV Estate Pinot Noir (Dundee Hills),Pinot Noir,Stoller
32150,Italy,"Packaged in a thick, heavy glass bottle, this hearty Montepulciano d'Abruzzo opens with oaky tones of spice and wood shop, backed by notes of ripe fruit and exotic spice.",Tolos,86,19.0,Central Italy,Montepulciano d'Abruzzo,,,,Terra d'Aligi 2006 Tolos  (Montepulciano d'Abruzzo),Montepulciano,Terra d'Aligi
32152,US,"This is a fresh, fruity young wine, marked by ripe, jammy blackberry, cherry, cola and cedar flavors. It's spicy and tannic and easy to drink now.",Estate Vineyards,86,28.0,California,Napa Valley,Napa,,,Burgess 2008 Estate Vineyards Syrah (Napa Valley),Syrah,Burgess
32189,US,"This is a new bottling from Justin, and it's one of its best wines in years. Blended mostly from Syrah, with a splash of Mourvèdre and Grenache, it's rich, ripe and velvety smooth. The wine shows a warm-climate touch of overripeness in the chocolate-covered raisin flavor, which gives it a Port-like warmth. Otherwise, the flavors veer toward blackberry and cassis liqueur.",Focus,93,95.0,California,Paso Robles,Central Coast,,,Justin 2010 Focus Red (Paso Robles),Rhône-style Red Blend,Justin
32193,US,"This is made from the winery's estate vineyard, but from lots not included in the main blend, which costs twice as much. You'll find plenty of tannins in this darkly colored, impressively concentrated 100% Cabernet. It's fresh, soft and juicy in blackberry and cherry jam flavors, with a rich earthiness. Just delightful for drinking over the next four years, and a great value.",Counterpoint,93,30.0,California,Sonoma Mountain,Sonoma,,,Laurel Glen 2009 Counterpoint Cabernet Sauvignon (Sonoma Mountain),Cabernet Sauvignon,Laurel Glen
32184,Italy,"Aromas of nail varnish, overripe black-skinned fruit and prune lead the nose. The evolved palate offers dried black cherry, raisin, clove and a confectionary note alongside fleeting tannins. Drink now.",Riserva,86,45.0,Tuscany,Chianti Rufina,,Kerin O’Keefe,@kerinokeefe,Dreolino 2011 Riserva  (Chianti Rufina),Red Blend,Dreolino
32195,France,"A structured, crisp and mineral-driven wine, this merely hints at raspberry flavors but is dedicated to a steely character. That suggests youth, and the wine, with its tense texture, could well age over several more years. For now, this is an impressive wine that demands pairing with food.",Brut Rosé,93,72.0,Champagne,Champagne,,Roger Voss,@vossroger,Louis Roederer 2007 Brut Rosé  (Champagne),Champagne Blend,Louis Roederer
32191,US,"This shows the power and purity of the winery's coastal Pastorale and Quarter Moon vineyards, in this cool vintage that allowed for long hang time. Although some coastal Pinots were plagued by rot, this one was not, resulting in a wine with delicious raspberry and cherry notes, accented by new French oak. It's very fine, complex and enjoyable now.",Freestone Vineyards Estate Grown,93,55.0,California,Sonoma Coast,Sonoma,,,Joseph Phelps 2010 Freestone Vineyards Estate Grown Pinot Noir (Sonoma Coast),Pinot Noir,Joseph Phelps
32181,US,"A unique blend of fermenting orange, aging white flowers, dried apples and a musky sandalwood show on the nose of this wine. The palate is simultaneously rich, sour and creamy, with tangerine and banana flavors.",Tondre Grapefield,86,38.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Cima Collina 2013 Tondre Grapefield Chardonnay (Santa Lucia Highlands),Chardonnay,Cima Collina
32190,US,"This is right up there with previous vintages of Krutz's Malbec, which have been among the best in California. It's certainly not a shy wine, showing Malbec's power to dazzle with its sheer volume. Offering endless waves of blackberry and black pepper, with thick tannins and vibrant acidity, this is the perfect wine to drink now with charbroiled beef.",Krupp Vineyard,93,60.0,California,Napa Valley,Napa,,,Krutz 2009 Krupp Vineyard Malbec (Napa Valley),Malbec,Krutz
32192,US,"This is one of the best Tempranillo-based wines in California history. The other varieties blended in are Merlot, Cabernet Sauvignon, Malbec and Cabernet Franc. Bone dry and tannic, though a little warm in alcohol, it shows its mountain origins—from the southeast corner of the Vacas—with its immaculate core of blackberry and cassis. Compellingly delicious now and over the next 5–6 years.",The Doctor,93,70.0,California,Napa Valley,Napa,,,Krupp Brothers 2009 The Doctor Red (Napa Valley),Red Blend,Krupp Brothers
32196,US,"This exudes classic Chardonnay richness. Pure and heady, it explodes with tropical fruit and orange essences, with buttered toast and vanilla flavors from oak barrels and lees contact. Zesty Russian River acidity kicks in to provide perfect balance. The creaminess is delicious, suggesting shellfish in a buttery sauce.",Durell Vineyards,93,74.0,California,Sonoma Coast,Sonoma,,,Ram's Gate 2010 Durell Vineyards Chardonnay (Sonoma Coast),Chardonnay,Ram's Gate
32197,Italy,"This opens with inky, dark concentration and offers many of the beautiful aromas associated with the Cabernet family of grapes: Dark berry, prune, dried spice and chocolate. It delivers impressive intensity and persistency, with well-formed tannins and mocha softness on the finish.",Il Pino di Biserno,93,80.0,Tuscany,Toscana,,,,Tenuta di Biserno 2008 Il Pino di Biserno Red (Toscana),Red Blend,Tenuta di Biserno
32229,US,"This is a bit thin, and mixes in a strong herbal dimension with the tart red fruit. The acids are proportionate, and the tannins carry some bitterness into the finish.",Harvest Moon,85,22.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Wind Rose 2012 Harvest Moon Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Wind Rose
32242,France,"Intense lemon and tangerine notes create a most inviting nose. The palate continues in full tangy mode: the aromatic zest of tangerine and ripe Amalfi lemon create a concentrated, uplifting and even cooling freshness. The body is slender but totally concentrated with a dynamic linear structure. Over time, riper notes of honeyed stone fruit appear despite the very dry style, but the chief charms are a marvel of citrus diversity. Drink now through 2035.",Letzenberg,94,36.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Jean-Baptiste Adam 2015 Letzenberg Riesling (Alsace),Riesling,Jean-Baptiste Adam
32241,France,"Something floral and stony appears on the nose, along with a hint of smoke and something uncompromising and hard. The palate then packs a real punch: the wine hits you like a bullet of concentrated freshness and citric verve. This is bundled and effective, delivering a hit of ripened freshness with its lemon-zest dominated, dry tanginess. The finish has something juicy and luscious and is absolutely dry and clean. Totally lip-smacking. Drink now through 2027.",Roche Volcanique,94,55.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2015 Roche Volcanique Riesling (Alsace),Riesling,Domaine Zind-Humbrecht
32237,France,"Red fruits dominate this wine, which features medium body and minimal tannin. A hint of nail polish intrudes on the nose of cherries and red raspberries, but the wine finishes with a fine, silky feel. Drink now.",Pont du Rhône,84,10.0,Rhône Valley,Côtes du Rhône,,Joe Czerwinski,@JoeCz,Clerget 2012 Pont du Rhône Red (Côtes du Rhône),Rhône-style Red Blend,Clerget
32247,France,"Yeasty funk still obscures the aromas on the nose. The palate, however, speaks of fluid freshness, of richness and power channelled into precision and softness. The palate is bone dry and we can thus witness the brightness of the fresh acidity counteract masterfully with the richness of a balm-like textured body, leaving a streamlined and elegant Pinot Gris. The length just gets you.",Rosenberg,94,28.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Barmès-Buecher 2014 Rosenberg Pinot Gris (Alsace),Pinot Gris,Domaine Barmès-Buecher
32249,US,"From a vineyard high up in the appellation, this is the strongest wine in Sweetzer's current lineup. Earthy mulberry, wild mint, sun-baked soil and dark chocolate scents show on the nose. Lively dark red fruit, bay leaf and earthy garrigue qualities arise on the hearty, spicy and lovely palate.",Rita's Crown Vineyard,94,55.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Sweetzer Cellars 2014 Rita's Crown Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Sweetzer Cellars
32239,France,"A hint of flinty reduction still plays on the nose, barely letting any of the pure fruit notes escape but both ripe and crisp pear appear. The palate still shows some yeasty funk but convinces with purity, sheer power and concentration. This feels urgent and direct, strong and stony, boisterous with sheer force and drive. This needs time to settle but will be a very convincing, even forceful and energetic Pinot Gris with some bottle age. Drink 2020—2035.",Clos Windsbuhl,94,80.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2015 Clos Windsbuhl Pinot Gris (Alsace),Pinot Gris,Domaine Zind-Humbrecht
32235,Spain,"Nutty aromas break up and lose cleanliness with airing. This is a wine in decline; it's mealy and fairly woody, with not a lot happening. At moments it hints at mature quality but mostly it lacks steam.",Gorvia,84,53.0,Galicia,Monterrei,,Michael Schachner,@wineschach,Quinta da Muradella 2010 Gorvia Doña Blanca (Monterrei),Doña Blanca,Quinta da Muradella
32244,US,"From another of the producer's coastal estate sites, this wine is juicy, spicy and leathery—a celebration of fresh wild strawberries and buzzy acidity. Earth, rose and white pepper flavors add welcome complexity within a tightly woven frame of structure and length.",Quarter Moon Vineyard Estate Grown,94,75.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Joseph Phelps 2014 Quarter Moon Vineyard Estate Grown Pinot Noir (Sonoma Coast),Pinot Noir,Joseph Phelps
32243,France,"A wonderfully subtle touch of chamomile and yarrow appears first. This is followed by tart apple and citrus notes that also play vividly on the palate. The body is dry and slender, translucent and herbal. There is wonderful energy and drive despite the lightness. The depth of flavor, with that herbal tang, remains beguiling from the start to the long, long finish.",Pur de Roche,94,40.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Joseph Cattin 2013 Pur de Roche Riesling (Alsace),Riesling,Joseph Cattin
32238,France,"Yeasty funk hangs heavy on the nose and will need time to clear. The palate underneath, however, shines with a cool, composed and serene brightness. This is taut, and as beautiful and fresh as a shooting star on a cold night, brightening everything around it while sticking to its energetic course. Tart apple and ripe citrus are at the core and create a well of future pleasure. A cool bone-dry and slender but beguiling Riesling.",Clos Sand,94,35.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Barmès-Buecher 2014 Clos Sand Riesling (Alsace),Riesling,Domaine Barmès-Buecher
32231,Spain,"Rubbery, herbal red-berry aromas introduce a fresh but grating palate with high acidity. This tastes a touch oaky and herbal, with generic red-fruit flavors. A crisp, slightly sharp finish is as you'd expect.",Selección Especial,85,12.0,Northern Spain,Calatayud,,Michael Schachner,@wineschach,Marqués de Montañana 2012 Selección Especial Garnacha (Calatayud),Garnacha,Marqués de Montañana
32240,France,"Yeasty funk still dominates the nose and only lets a touch of lemon zest through. The palate continues with the zesty background against which flashes of riper fruit appear: juicy pear and luscious tangerine. The fruit expression is ripe but utterly fresh. The taut dry palate is anchored in something cool and fresh, something that expands as texture and fills not only the palate but also the mind. This is fresh and luminous, elegant and fine boned. Drink now through 2030.",Roche Calcaire,94,55.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2015 Roche Calcaire Riesling (Alsace),Riesling,Domaine Zind-Humbrecht
32248,US,"This powerful, savory bottling named for the two generations behind the family winery opens with toasted barrel and meat aromas before expanding on the nose and palate with additional black pepper and soy components. The fruit is distinctly spicy—a mix of blackberry, clove and cinnamon.",One Point Five,94,90.0,California,Stags Leap District,Napa,Virginie Boone,@vboone,Shafer 2014 One Point Five Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Shafer
32250,France,"Lifted ethereal notes of bitter almond and peach kernel alongside hints of chamomile announce evolution and development. Underneath these aromatic forces on the nose, the palate reveals ripe peach and pear on a very concentrated, absolutely streamlined and bone-dry body. Pleasantly bitter pith notes give a grown-up edge to this mature marvel. Wonderfully layered flavors make you linger and show what time can do to a classy Pinot Gris.",Comtes d'Eguisheim,94,63.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Leon Beyer 2010 Comtes d'Eguisheim Pinot Gris (Alsace),Pinot Gris,Leon Beyer
32252,France,"A touch of funkiness hovers over fresh pear notes. The palate then offers fresh-faced, tart and ripe pear notes, etched with citrus freshness for extra precision and purity. This is so inviting and disarming, it is a joy to savor. Despite the generously ripe fruit, a coolness runs through this, anchoring the flavors in freshness and drive. Simply delicious and so balanced, so you can enjoy it now, though it will cellar well through 2027.",Roche Calcaire,94,55.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2015 Roche Calcaire Pinot Gris (Alsace),Pinot Gris,Domaine Zind-Humbrecht
32251,France,"A touch of flinty funk hovers on the nose. The palate at first unfurls in a grapefruity zesty texture on which riper notions of pear and peach, quince and smoke are displayed. The merest touch of residual sweetness lends a baroque sheen to this tableau, always countered by spicy zesty freshness while being so seductive. The dry whistle-clean finish still tingles with that aromatic fruit of the concentrated midpalate. A great expression of the great 2015 vintage: rich but streamlined, seductive but contained and therefore all the more intriguing. Drink now through 2035.",Clos Häuserer,94,40.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2015 Clos Häuserer Riesling (Alsace),Riesling,Domaine Zind-Humbrecht
32203,US,"Broad and earthy, with a dash of funk and a peppery lift, this grips the tongue with authority and power. It's poised and tense, as if balanced on the edge of a precipice, with the fruit, herb, roasted earth and coffee notes all tumbling around in glorious profusion.",Cougar Hills,93,45.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,K Vintners 2009 Cougar Hills Syrah (Walla Walla Valley (WA)),Syrah,K Vintners
32204,US,"From the winery's estate vineyard, on the eastern side of the Oakville appellation, this Cab is incredibly lush and delicious. It dazzles with rich blackberry, cherry pie, currant and cassis liqueur flavors, perfectly accented by sweet, smoky oak. It's soft in tannins, yet ageworthy. Drink now–2020.",Reserve,93,125.0,California,Oakville,Napa,,,Groth 2009 Reserve Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Groth
